ip_region_mismatch,device_change_rate,application_frequency,loan_amount,institution,loan_type,session_duration,geo_location_consistency,previous_defaults,time_between_apps,browser_fingerprint_change,fraudulent
1,0.184502797871485,1,441661,SBI,Education,391.5803979369846,1,1,3833.7937178911616,0.09951296532573076,1
0,0.6018424549013159,1,379658,Kotak,Car,343.24401845377974,1,0,47845.08688172146,0.04361568312865163,0
0,0.20444861082519955,0,870455,SBI,Car,329.6361363222056,1,0,42257.55193209634,0.13849349019751767,0
1,0.06810210221531944,4,497300,Kotak,Education,311.755044384284,1,0,24938.017757646943,0.2636567732137632,0
0,0.10730523529514485,1,288457,Axis,Home,191.2917504477133,1,0,69049.94449030727,0.36054408959510187,0
0,0.1892565392814184,3,664508,ICICI,Personal,414.78936745371186,1,0,33286.815640797846,0.03860468266151719,0
0,0.20194940427684271,3,255831,SBI,Personal,371.47389692960286,1,1,50068.48101182941,0.3758164784980122,0
0,0.21777760821892173,3,541772,Kotak,Home,164.3127663897929,1,0,20121.000765816858,0.13996944581462847,0
0,0.06411687254464134,2,108065,SBI,Home,277.154778759502,1,0,18743.081513843827,0.11507387895489303,0
0,0.23966503326079078,2,234362,Bajaj Finance,Personal,219.77781921429875,1,0,57407.99618236225,0.03138565825062207,0
0,0.25066167372110343,3,539372,ICICI,Personal,501.20334725491574,0,0,9901.066118221292,0.5189537354495865,1
0,0.3392946079673752,2,647693,Axis,Car,172.0312460857033,1,0,92674.21709842539,0.07101233201230532,0
0,0.04662980375121872,0,534273,HDFC,Personal,313.56861298723277,1,0,97408.93067806264,0.050690922943348975,0
1,0.15665717848992794,3,476870,ICICI,Personal,361.55329077082894,1,0,14468.349435810023,0.36772259282866837,0
0,0.1941510056246331,2,439779,HDFC,Home,178.80294083346752,1,0,18248.787995471746,0.08244407045368145,0
0,0.11183178762888546,4,204295,Bajaj Finance,Home,408.1762516159564,1,1,51998.55402176808,0.45576203770513135,0
0,0.18387026816090193,2,356031,SBI,Car,213.06080414190416,1,0,27988.263690579523,0.16687020450271953,0
0,0.09142110883011129,1,407872,SBI,Education,208.13014622013065,0,0,26809.28788094768,0.38727731751214106,0
0,0.08421952345426806,3,711424,ICICI,Home,370.33658142218866,1,1,68366.4929031702,0.2195251142136639,0
0,0.0893172046748941,2,568723,HDFC,Car,284.63565241759795,1,1,77669.10550904005,0.10651758802722157,0
0,0.06413991442638413,2,147391,Axis,Education,188.90689602920307,0,0,49548.18210700082,0.08269962073820208,0
0,0.1293831280405638,0,564816,ICICI,Education,199.5539749411804,1,0,26481.512637722582,0.22606288043312628,0
0,0.1300617351569288,0,422983,ICICI,Education,187.2949122683638,1,1,90121.02550616156,0.2820843100788686,0
0,0.18045699944899402,4,364615,ICICI,Home,226.06290637627544,1,1,70535.75731151008,0.3866063637901936,0
1,0.2239133235843415,1,622335,Bajaj Finance,Car,234.5161522642819,1,0,67002.87329286487,0.06234642097024425,1
0,0.04100255358743876,2,706199,Kotak,Personal,454.3681898565975,1,0,63387.586874699824,0.11601481722963247,0
0,0.23050103580481776,1,686256,HDFC,Car,480.4280654308633,1,0,89007.45273462139,0.02412553781851008,0
1,0.20405163058502926,1,332156,ICICI,Home,273.2181903416016,1,0,18797.084110475327,0.006599790322901144,0
0,0.2746857006982194,1,438157,Kotak,Car,191.0588138650707,1,0,60657.747105389775,0.6582828584390936,0
0,0.2875968827086864,2,566252,Bajaj Finance,Education,471.5201395530004,1,0,51166.94016393355,0.03548428383295776,0
0,0.22789764161947787,3,695109,ICICI,Home,368.5287214490906,1,1,50304.04682543891,0.3462397258605263,0
0,0.07593835947155717,2,404165,Kotak,Car,351.0167574968158,1,0,13242.391795027754,0.21507608896736616,0
0,0.1864034154724418,1,462868,SBI,Home,233.42457253326575,1,1,18450.629769985415,0.2422659648255761,0
0,0.315713106938332,1,278733,ICICI,Home,290.62904156103787,1,0,54819.904412748525,0.01964438252533321,0
0,0.27048715532274187,2,260758,Bajaj Finance,Personal,217.2465686962894,1,0,27077.682613600242,0.3490426965820957,0
0,0.41380539034601527,1,662505,Kotak,Car,257.8972191847553,1,0,94664.83459237542,0.036802569951753045,0
0,0.09602654187160838,3,771248,SBI,Education,486.81649513394433,0,0,20452.38326587227,0.33967707801354263,0
0,0.1213441864424262,2,485597,Kotak,Personal,426.5712666836414,1,0,55680.52220418894,0.3175069152187462,0
0,0.06077336385620962,1,700706,Axis,Personal,154.39613157309094,1,0,42631.283560415475,0.1597291547028832,0
0,0.1254727014400434,3,572327,HDFC,Car,336.1389739235114,1,1,56560.34968514657,0.3534742676740064,0
0,0.08706836496435405,3,370976,Kotak,Personal,219.38588018890005,0,0,48662.790810064034,0.19888984885939842,0
0,0.04251214305462379,4,572279,Axis,Home,193.00706646499157,1,1,26301.76121355347,0.004494024763296233,0
0,0.14830958447585077,0,807607,Axis,Car,277.0826462280967,1,0,94938.47049377114,0.25599960238606395,0
0,0.042891889189859714,4,492834,Bajaj Finance,Car,183.17232980722008,0,1,13325.734374859494,0.2693745480421111,0
0,0.1074815787173787,2,812928,HDFC,Education,392.64620532646234,0,0,11268.651049826956,0.05090598051398395,0
0,0.059480809973745136,2,50000,SBI,Home,362.3856014789361,1,2,95037.84588069297,0.20237101924630327,0
0,0.1814216034128637,0,664380,HDFC,Personal,225.32701814705402,1,0,43189.15290488379,0.14728232515031597,0
0,0.27463185787002214,1,517409,HDFC,Car,519.0910243645768,0,0,44870.82530166581,0.045526693930474135,1
0,0.25050925120588957,4,440198,Bajaj Finance,Personal,416.4949377171096,1,0,24100.233508835754,0.49470234043417544,0
0,0.08227807628307318,2,518352,Kotak,Personal,235.1260344891914,1,0,52646.71327224154,0.32899995464910414,0
0,0.1872209870234679,3,102486,ICICI,Car,561.6720811602117,1,2,23532.126699301938,0.003807520965559817,0
0,0.12962957648056503,2,456065,Kotak,Education,274.15525626320806,1,0,95009.44886923599,0.007453373780528269,0
0,0.282741152175825,7,571422,ICICI,Education,174.41585590387166,1,0,10888.499664549028,0.3113859287894083,1
0,0.3907186481738297,2,795578,ICICI,Car,198.5792232398381,1,0,36336.41805102938,0.025620141116932865,0
0,0.29141182511917346,3,396345,Kotak,Home,311.06052689824145,1,0,51532.73848788989,0.043276163770627256,0
0,0.050382289607163344,0,338301,ICICI,Home,324.97084074648404,1,0,86856.90951272468,0.11132930287189637,0
0,0.01786025590543862,2,399648,HDFC,Car,290.0692734351171,0,0,4484.226295778466,0.13521986128742836,0
0,0.09930814540171785,3,683080,Bajaj Finance,Education,236.88958120752528,1,1,56243.85546030355,0.08537009574254108,0
0,0.14215234170481192,3,565750,Axis,Education,477.641992101348,1,0,13920.377991517573,0.3086148142166951,0
0,0.18387208440024994,3,394047,ICICI,Education,261.4905424871468,1,0,10330.981983354968,0.015077348104538663,0
0,0.14847142287265233,3,602653,Bajaj Finance,Personal,263.5932930760457,1,0,94262.20424226856,0.0004569535245011513,0
0,0.2169886550089893,1,519415,HDFC,Home,71.66764400452615,1,0,3874.0083652296753,0.13688051551984057,0
0,0.012697242152536705,2,693728,Axis,Car,172.22952517922636,1,1,27166.643969813125,0.343881726245797,0
0,0.44313592236318594,2,359589,SBI,Home,447.6840044472817,1,0,93952.64255037592,0.36288478309122957,0
0,0.07090018127258221,1,434467,Axis,Home,234.01287727942756,1,0,38115.084936093204,0.2660582904019653,0
0,0.016904195916867037,1,421578,HDFC,Education,419.2667693574363,1,0,37422.25056114515,0.14603361364395434,0
0,0.13067163588353634,3,207297,ICICI,Car,234.01807941346107,1,0,31622.913290680288,0.08965297890647282,0
0,0.05800418832837915,4,559224,ICICI,Personal,220.97180824501197,1,0,25865.14572925027,0.23205307553761223,0
0,0.15861117483301265,1,552211,SBI,Home,323.04279203610196,1,1,19712.135504681486,0.0969429648279744,0
0,0.13601124425764632,0,501022,SBI,Car,336.57380998803814,1,0,24750.44123558633,0.09622587984819694,0
1,0.019055995569948102,2,453082,Bajaj Finance,Education,170.64745604591678,1,0,4176.115312937732,0.1444895476635886,1
1,0.08360009027996179,1,216925,Axis,Education,251.82806864412086,1,1,36044.872730505514,0.018765854887689993,0
0,0.07242932121691523,2,415870,Axis,Car,290.64636595853057,1,0,5874.4473978585165,0.32872918052339567,0
1,0.18835321182531098,3,431457,ICICI,Car,311.75035626894027,1,0,62168.41791596293,0.0891932172823349,1
0,0.23374203101547764,2,339544,Axis,Personal,342.5423401899677,1,0,79793.60815473515,0.185066597979294,0
0,0.15333833339650615,0,467742,Kotak,Personal,299.21587589080707,1,0,16432.65851337617,0.17140310946003723,0
0,0.12922556261150647,1,580810,Kotak,Education,404.17231728013843,1,0,80537.76842245777,0.49950811542450185,0
1,0.08065155563946164,1,877237,Axis,Home,531.8459203017716,1,0,6261.276018662638,0.2367958954123539,0
0,0.2590887334331868,0,534915,HDFC,Education,197.5906619069139,1,0,43162.60038699645,0.08705134229161586,1
0,0.21891541696338007,4,551510,Bajaj Finance,Education,279.27391415000716,1,0,84560.84393165808,0.3078515903277664,0
0,0.21417896715225948,1,485110,Bajaj Finance,Education,219.07283450195536,0,0,70723.90702447692,0.14844061486752674,0
0,0.08160651272858256,2,116245,Kotak,Car,208.69660866359638,1,0,40327.13128115103,0.032462791002587255,0
0,0.2648407173562201,0,494697,Axis,Home,270.20930956839294,1,0,71480.59374918329,0.1327198796595021,0
0,0.2003436291492824,4,512046,SBI,Personal,199.24534932990997,1,0,9747.256828895332,0.20170624882016366,0
0,0.0995048111132699,0,992648,SBI,Education,370.22807395386576,1,0,19812.305409199926,0.47062610011048855,1
0,0.1526014315939616,1,461527,Axis,Personal,519.2226007749024,1,0,76149.67852508358,0.014668645061317659,0
0,0.4693360699724406,2,560309,ICICI,Education,296.5476962540341,1,1,48682.65806138801,0.31328481326767,0
0,0.26512520705658954,3,493057,Axis,Education,247.63776971218255,1,1,33364.09748019774,0.07259207293336054,1
0,0.1684904024273103,1,266264,ICICI,Car,143.02027908890292,1,0,9540.862314130738,0.219147259257527,0
0,0.10985501892643865,2,728564,HDFC,Home,246.24652426702912,1,1,39536.34389685283,0.02728650211275456,0
0,0.28855576719399156,4,650386,Kotak,Home,351.4583568514863,1,0,31498.20543434674,0.05502358165114064,0
1,0.29025311114632907,6,658206,HDFC,Home,317.4552689385254,1,0,14203.400110152032,0.32691597520599613,1
1,0.12694776453761614,0,318122,Axis,Car,210.2730819177329,1,0,52053.47599598968,0.07352433003042375,0
0,0.24019122844307708,1,780558,Axis,Car,356.16589906126063,1,0,15830.271304635122,0.08851474977008889,0
0,0.2765016710009353,1,219629,Axis,Car,203.99703594155156,1,0,89056.51248851247,0.015269839051985359,1
0,0.22564389276231,2,617371,Bajaj Finance,Home,341.7193877060701,0,0,99493.12080435932,0.017519269001021347,0
0,0.08786264655878678,0,938091,Axis,Personal,354.45412391055015,1,0,16335.435809237491,0.03212754856118787,0
0,0.19620020002074737,3,301892,HDFC,Education,305.491034894644,1,0,14112.74315685584,0.5405827338532163,0
0,0.21033627468668448,5,386740,Kotak,Home,442.1186174461167,1,0,48809.31976328856,0.013325805631768519,0
1,0.32591436595128936,1,519930,HDFC,Home,207.99005499549546,1,0,97893.05000448658,0.012563175763141395,0
0,0.23853499971361075,4,399304,ICICI,Education,525.0980409139233,1,0,45197.5236159819,0.001579152016426912,0
0,0.09856863499357638,2,189867,Axis,Car,152.95341079610955,1,0,41217.81942973274,0.17398622602549446,0
0,0.18677920197535933,2,513712,HDFC,Car,166.74887610892873,0,0,95574.01109822374,0.04314337155772414,0
0,0.09680230413933405,3,287539,SBI,Car,120.50571089271261,1,1,45915.02553633887,0.11476519397685887,0
0,0.21794670694105941,2,594718,SBI,Car,256.18418764449564,1,0,80015.3825792261,0.14940471758718352,0
1,0.22389576488823978,4,316115,Axis,Education,70.49871093223993,1,0,44195.96467473426,0.017576284784055082,1
0,0.28962448212212033,2,809986,SBI,Car,308.2889685366334,1,0,70373.69142346924,0.3540294142837321,1
0,0.32386933172610843,7,343349,ICICI,Home,308.6357717377997,1,1,92056.46735060286,0.11893674125690666,1
0,0.3551453632462,1,435587,Bajaj Finance,Home,222.45475725821342,1,0,65253.7134045454,0.018496899210910224,0
0,0.3613469009579259,2,662703,ICICI,Personal,267.31385987037754,1,0,97067.46750778815,0.01710583297301357,1
0,0.16790385483753492,3,253827,SBI,Education,284.9288509729113,1,0,73620.5658653238,0.16888259262339467,0
0,0.0924015435823884,1,545491,Axis,Home,298.4665343576255,1,0,7253.153799931962,0.042825330838932134,0
0,0.14692552149715843,1,761428,ICICI,Personal,253.8570277771656,1,0,4902.697806841292,0.0792184546056142,0
0,0.2671782244246518,3,178503,HDFC,Education,261.2466513360838,1,0,15249.04334789215,0.13995654936115884,0
0,0.06326066171528813,2,536926,HDFC,Car,321.803948920282,1,0,15197.995658050308,0.03902500322674398,0
0,0.5264069823786052,1,551976,HDFC,Home,187.64139217672866,0,0,3758.2619125388937,0.043769458162845436,0
1,0.30864732347416246,4,656364,SBI,Home,252.30398001555957,1,0,38071.402107103975,0.2197747691997419,1
0,0.13281521914163844,2,252609,ICICI,Car,405.3501450587803,1,0,99276.05776487687,0.08325131155119957,0
0,0.13565840765727935,1,235908,ICICI,Car,213.96696456674294,1,0,58793.05581429486,0.038664326138220725,0
0,0.2275700002721553,2,604388,ICICI,Education,198.96123921972605,1,2,74204.37827846903,0.022432593373877475,0
0,0.049420333341259934,3,559396,SBI,Education,184.8131111392676,1,1,45816.059717756616,0.311648272393046,0
0,0.29483633804055154,1,550098,Bajaj Finance,Home,216.2640296715855,0,1,18452.580868051646,0.050869342990125056,0
0,0.06251755939474153,0,569289,HDFC,Personal,376.5568752604959,1,1,35769.17302966202,0.263762418367049,0
1,0.09032121275332054,1,363995,Axis,Car,382.3323598559158,1,0,23093.140174819462,0.05185791159900311,0
1,0.1005723187804998,0,546450,HDFC,Home,377.838477905569,1,1,55637.372775741176,0.40226882722027,1
0,0.20937106821002457,1,558614,HDFC,Home,345.5155657866318,1,0,47254.82863372832,0.07213968579481697,0
0,0.177643199987832,2,357129,HDFC,Car,335.9253069029862,1,0,85466.2601189272,0.25315288938661823,0
0,0.09641457596213059,1,873154,Kotak,Education,388.9435572757925,1,0,21946.503212628773,0.1358033271415122,0
0,0.1329782274168908,4,594766,Axis,Home,253.41553923787427,1,0,57727.86898180987,0.3239594939656699,0
0,0.1442715468037408,1,261739,SBI,Personal,380.21932484338265,1,1,3060.3920252636417,0.382417068827517,0
0,0.29754826014039615,2,631310,Kotak,Home,426.8793482234437,0,0,80081.07934880341,0.018932655221538305,0
0,0.0685592558032226,0,305063,Axis,Personal,140.47328927164128,1,1,56431.61119435976,0.09256082867351291,0
0,0.2003744376792867,0,657416,Axis,Car,269.27720145171816,1,0,7335.181669610141,0.13252703398653218,0
1,0.18193755217668647,5,731719,Axis,Car,264.340645453483,1,0,81758.3147098541,0.14326984880401167,1
0,0.14259883278991373,0,335863,SBI,Education,297.44540280139535,0,0,7161.358492305388,0.08990233941149664,0
0,0.20922061057287314,0,692675,ICICI,Home,344.4240415548197,1,0,43649.429431556404,0.17614551615557558,0
0,0.10694895455216116,1,582556,Bajaj Finance,Car,508.48298998939686,1,1,86710.50157689246,0.12192946440072437,0
0,0.05023942184675178,0,664412,Axis,Car,164.30348117203155,1,1,6788.337950077876,0.4592278065502933,0
0,0.2521226653202857,1,879358,HDFC,Car,176.687887472279,1,1,26113.298327801,0.058923430311003784,0
0,0.17202181965177477,1,450922,SBI,Car,384.88721608698177,0,1,31503.96892932791,0.13503404746417405,0
0,0.13732713938580748,3,349252,Bajaj Finance,Education,341.65611133889996,1,0,55626.29375445716,0.07934368599638418,0
0,0.17238039937558713,1,322097,Kotak,Car,256.70802110339775,1,0,49580.499999112486,0.49400071843828347,0
0,0.08315517280657546,1,336837,Axis,Personal,264.9620470070282,1,0,84642.14769038143,0.11545151475038433,0
0,0.09576867115911489,3,484579,Kotak,Car,288.9073692132806,1,0,89761.85322457936,0.11117339879489306,0
0,0.10194205018951477,2,568230,Kotak,Personal,343.33522407447816,1,0,35536.460755944776,0.5014027560173091,0
0,0.09059795888307065,3,555338,Bajaj Finance,Car,366.08772332049875,1,0,90099.45740396352,0.08787535052194866,0
0,0.3086744892115686,1,665436,ICICI,Car,389.2347533340026,1,0,39874.75980478392,0.10062232024694676,0
0,0.23559322691935386,0,502600,Kotak,Home,430.1984974182094,1,0,78205.48898199933,0.17673601640146533,0
0,0.12436004671988705,0,790706,HDFC,Education,393.52031421151264,1,0,58840.82167772488,0.20896932650554156,0
0,0.2385787717478521,1,447068,Axis,Personal,279.2743421719748,1,0,81565.87042054062,0.30648422837854855,0
0,0.3131725447536607,6,1044033,SBI,Education,163.53318660539588,1,1,61237.31727663982,0.056288504894027244,0
0,0.16763333751582568,0,625133,Kotak,Personal,220.85170442933634,0,0,79870.9506497009,0.15289498148503397,0
0,0.14948719199005753,5,328568,ICICI,Home,97.96854188105226,1,0,58487.47377301873,0.06936515408687328,0
0,0.2295166540545964,1,285821,Axis,Personal,519.7897525517801,0,1,12607.134054627782,0.14095860276765584,1
0,0.1245716803311348,3,596494,HDFC,Home,425.9168014144662,0,0,79096.5829029678,0.06188305315895798,0
0,0.13616855762936284,3,455307,Bajaj Finance,Personal,248.80910898518385,1,0,69604.23856602165,0.23484044908698876,0
0,0.014653646647316984,2,642800,ICICI,Home,362.24039160420097,1,1,77900.37592349468,0.4173947349780125,0
0,0.19829903074185054,2,594647,Kotak,Personal,285.48687358045265,1,0,10552.724845988392,0.3346361186531082,0
0,0.3722966220192038,2,485434,HDFC,Car,375.558733547212,0,0,69283.87410437124,0.14384473163774916,0
0,0.19559655085480565,2,330641,Axis,Home,356.98133783209516,0,0,77735.38964068903,0.16128079101263681,0
0,0.07248048553682261,4,197030,ICICI,Car,287.7724747101315,0,0,37605.87583499262,0.12356591180944991,0
0,0.050208755409871755,2,410697,HDFC,Car,315.6970280202451,0,0,95294.63052179,0.21280428362663423,0
0,0.16414598032228025,1,671279,Bajaj Finance,Education,245.03382973547536,1,0,68074.90992263022,0.019703870521317314,0
0,0.18247741071959933,2,542818,HDFC,Personal,354.1844135945098,1,1,6867.351221783389,0.22926888598974973,0
0,0.17645059978565086,3,250852,Kotak,Education,114.56532845247366,1,0,67128.79778836787,0.3839350944786273,0
0,0.02818968018969998,3,534636,Kotak,Home,347.290747121067,1,0,2427.0803600173003,0.15775862853873565,0
0,0.025960777555204973,1,577063,ICICI,Car,151.96763317933625,1,0,17414.817280453837,0.2440295029379529,0
0,0.01491885893339099,3,323228,ICICI,Education,298.80957863723165,1,1,39294.899806580775,0.057143454247775845,0
0,0.04612028339277624,3,530745,SBI,Home,309.44218332333105,1,0,33668.53849251422,0.4024325562803714,0
0,0.22956174583771294,1,511641,ICICI,Education,326.2475497551492,1,0,72391.75359560318,0.08679781792000034,0
0,0.1703062300702512,1,271405,HDFC,Home,217.6738067492928,1,0,30751.307084253196,0.040050419006237147,0
0,0.09306848549689904,0,571557,Kotak,Education,222.0928410915679,1,0,78096.33335281171,0.325542833036016,0
1,0.20968247260001668,1,612156,HDFC,Home,344.8779748483386,1,0,28199.374824688635,0.08669878099275072,0
0,0.1501832617518263,2,716610,SBI,Home,244.58997531874772,1,0,55587.30229714405,0.2666737218515738,0
0,0.15608373411897794,4,710760,Axis,Home,397.03612216273996,1,0,63746.58281821686,0.0532694558755787,0
0,0.023866769481700235,3,224466,HDFC,Car,294.98595381236646,1,0,93859.2072886924,0.0033586933471533003,0
0,0.12227457924790554,1,312434,SBI,Car,299.9366634633534,1,0,3825.6747176209033,0.2502461816266974,0
1,0.45732262053169337,3,603007,Axis,Car,290.46961317981004,1,0,31673.774032883917,0.15184379989532765,0
0,0.1676986121137311,4,602757,Kotak,Home,337.4075205383357,1,0,21096.709489964065,0.5002375229237035,0
0,0.32332969668179223,2,603009,Bajaj Finance,Car,298.99925336683924,1,0,69504.3105018416,0.05687970803948887,0
0,0.4526727984597708,3,1270546,Axis,Personal,330.3505992657954,1,1,47510.3288652641,0.003544372056516028,1
1,0.1872154668064858,1,614178,ICICI,Personal,474.39867327921695,1,0,54169.11957945135,0.03564878027625365,0
0,0.3264187352208913,0,727113,Kotak,Personal,470.10835700085454,1,1,8913.483449419144,0.04013147362927157,0
0,0.10096889708582939,1,690800,ICICI,Personal,369.37660388886997,1,0,56709.28328419242,0.13063807532859892,0
0,0.08794302679961205,1,630278,ICICI,Personal,101.67969976176843,0,0,30800.066926005897,0.1201147157525899,0
0,0.3338821240883548,3,436946,SBI,Car,223.37272652506704,1,0,77626.04356723797,0.6883467511222882,1
0,0.10943349499778136,1,651793,Axis,Home,312.60872849292633,1,0,36937.16896645617,0.24976563711540128,0
1,0.12526026483563638,4,345434,Bajaj Finance,Personal,242.60005362353422,1,0,4657.171345069701,0.08850550838676265,0
0,0.14915431077884977,4,452636,Axis,Home,338.12545706889324,1,0,7392.150142397235,0.05245788390167417,0
0,0.06253863529464275,1,402927,ICICI,Home,301.8294043458899,1,0,31333.333057226722,0.5589234448234522,0
0,0.17563148281693014,1,516374,HDFC,Education,291.2436875903745,1,1,33379.01661459224,0.2028472615949248,0
0,0.16680719580369543,1,962931,Axis,Home,280.8460755266575,1,0,68680.83627325713,0.122903653942153,0
0,0.11708677605895836,3,126546,SBI,Home,173.8504475023086,1,1,30022.610193438184,0.04235739502627255,0
0,0.16268290981281733,3,637252,ICICI,Personal,277.60238786875647,1,1,77022.87439047114,0.012473059061688968,0
0,0.06759018590388359,2,177456,Bajaj Finance,Education,415.48704856633,1,0,55838.013960503326,0.04306320697979301,0
0,0.13534774616708486,2,405613,Bajaj Finance,Education,316.8030103014828,1,0,31153.863612851455,0.14119872242040496,0
0,0.17715898021517842,4,717790,SBI,Home,391.1539152875983,0,0,26359.624463904504,0.1791926501837143,0
1,0.3469781413411626,1,512856,HDFC,Home,327.11089467479,1,0,33031.096360620955,0.4365409605970072,0
0,0.23988714803305977,2,284451,Kotak,Personal,358.9225281778993,1,0,31739.496095423478,0.013242801237701423,0
0,0.13494565912120668,2,356939,Kotak,Education,414.73122810465264,1,0,59416.606833744714,0.06144298926612046,0
1,0.04688929540345997,2,635919,HDFC,Education,229.59831107522655,1,0,78623.17406495965,0.30017104645537995,1
0,0.12290893045800326,3,353926,Axis,Car,409.2694274587411,0,0,23055.367759332137,0.1468694778318937,1
0,0.26767586540824656,2,543291,Axis,Home,60.1912901146529,1,0,78660.77166287781,0.0909726085789859,1
0,0.18147955600258156,1,509114,Axis,Education,270.4322185512887,1,0,4614.238437040886,0.34864644138870227,0
0,0.28215643258837614,3,369679,SBI,Personal,522.1277944301171,1,0,32216.91296131153,0.5668264539545557,0
0,0.24454639325273034,2,928788,HDFC,Education,295.19184774666684,1,1,35346.80187815655,0.06818240373336512,0
0,0.059363294126936784,2,626783,Axis,Home,415.45958013077075,1,1,5319.6887701277765,0.15321494713474873,0
0,0.07148886979897588,4,94971,Axis,Education,333.6098204676982,1,0,54496.22954576715,0.35325169977939097,0
0,0.06905170849195148,0,537290,HDFC,Personal,346.49564584721185,1,1,6296.549650842552,0.4661381858445037,0
0,0.20082203134627818,5,367642,SBI,Personal,184.96897104539516,1,0,65500.624411092904,0.15219968722573954,0
0,0.10537131302484751,1,670486,HDFC,Home,290.7343128779405,1,1,65810.74639781154,0.704122090226095,0
0,0.32385907767732275,1,341495,HDFC,Car,217.93212500407805,1,0,18803.028218823358,0.09844719519038281,1
0,0.1933526875743033,2,477052,ICICI,Car,403.9180132634,1,0,8942.37167295647,0.1419519483361042,0
1,0.13323528983546234,1,600997,Kotak,Personal,427.1553249282998,1,0,9630.322951790642,0.09859823115396917,0
0,0.18312502350163687,1,673151,Kotak,Personal,259.9896341089798,1,0,27408.68806819406,0.0859802173020288,0
0,0.05439320552092845,0,259940,Axis,Car,272.59413843409345,1,1,78707.10457859653,0.057124492643172965,0
1,0.052933866286619516,1,433099,HDFC,Education,422.100406598968,1,0,58474.678296170256,0.022783009739268723,0
0,0.3764314760611511,1,405010,Axis,Personal,140.18041011481915,1,0,59556.8193537725,0.20124700252085476,0
1,0.0860518343282131,1,369334,HDFC,Car,415.7096780091787,1,0,49502.18273082994,0.04378970603559473,1
0,0.16978010237221278,1,853090,HDFC,Education,301.25808561131925,1,0,60893.43859323544,0.3810165455250429,0
1,0.5121944098479783,0,580996,Kotak,Car,314.7730672374184,1,0,95335.88453284602,0.07948450021143273,0
